Numero de mesure,Longitude,Latitude,Position,Insee,Adresse,Complement,Code postal,Commune,Date de mesure,Mesure realisee,Rapport,Conformite de la mesure,Niveau global,Type d'environnement,Laboratoire 
2752,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.799196133209302,Divers,SATELIT
3938,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.1446070908007906,Divers,SATELIT
3954,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.83234872583268,Divers,SATELIT
2574,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.027509843747872,Divers,SATELIT
2341,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.471205325648892,Divers,SATELIT
3214,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.9806454564263312,Divers,SATELIT
3848,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.478483302542453,Divers,SATELIT
2579,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.5992341513082118,Divers,SATELIT
2685,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.0497743712493564,Divers,SATELIT
2898,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.835498398663162,Divers,SATELIT
3428,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.003106520447766,Divers,SATELIT
3017,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.343963070672495,Divers,SATELIT
3724,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.174603381211481,Divers,SATELIT
3723,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.527746238685465,Divers,SATELIT
2191,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.148310951351677,Divers,SATELIT
3182,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.4881299666935615,Divers,SATELIT
3948,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.2723962811139016,Divers,SATELIT
3899,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.713883576284912,Divers,SATELIT
2276,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.959657955819221,Divers,SATELIT
2865,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.445715567509218,Divers,SATELIT
2028,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.7764178220137268,Divers,SATELIT
2260,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.987549341676405,Divers,SATELIT
2876,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.1161083876306725,Divers,SATELIT
3683,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.208081509816466,Divers,SATELIT
2368,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.534912613747234,Divers,SATELIT
3981,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.571865664685603,Divers,SATELIT
2827,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.2880448041300316,Divers,SATELIT
2141,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.7741321631128466,Divers,SATELIT
2086,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.091414010164947,Divers,SATELIT
2276,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.6456674347446794,Divers,SATELIT
3000,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.029332702259068,Divers,SATELIT
3492,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.015423229201256,Divers,SATELIT
3674,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.3700873295653935,Divers,SATELIT
3365,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.791659071037909,Divers,SATELIT
3273,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.513303035946775,Divers,SATELIT
3907,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.643364642951185,Divers,SATELIT
3551,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.9360419349395288,Divers,SATELIT
2642,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.330208970891215,Divers,SATELIT
2559,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.417211615918486,Divers,SATELIT
2440,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.0324220137172826,Divers,SATELIT
3760,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.2059678192075054,Divers,SATELIT
3823,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.652964821938959,Divers,SATELIT
2063,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.538842799825564,Divers,SATELIT
3543,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.524749529124849,Divers,SATELIT
2850,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.316982645814999,Divers,SATELIT
2488,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.5697914145033627,Divers,SATELIT
2884,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.1902499358164933,Divers,SATELIT
2255,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.5524470364454457,Divers,SATELIT
2817,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.6365061892270774,Divers,SATELIT
2762,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.09949730899818,Divers,SATELIT
2921,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.216651794940871,Divers,SATELIT
3069,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.862593696308267,Divers,SATELIT
2826,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.547277214933763,Divers,SATELIT
2753,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.283077396340627,Divers,SATELIT
3693,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.970430413611201,Divers,SATELIT
2481,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.5342288364126633,Divers,SATELIT
3198,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.6769602774766925,Divers,SATELIT
3686,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.972086536225116,Divers,SATELIT
3996,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.127096760863374,Divers,SATELIT
2370,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.43906415604737,Divers,SATELIT
3122,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.035427147695372,Divers,SATELIT
3408,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.418358487213019,Divers,SATELIT
2680,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.859727430141906,Divers,SATELIT
2797,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.7580180555512386,Divers,SATELIT
3950,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.90848903861113,Divers,SATELIT
3557,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.6235141132509243,Divers,SATELIT
2146,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.8704344872264795,Divers,SATELIT
3678,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.619695731603786,Divers,SATELIT
3166,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.290779152628217,Divers,SATELIT
3335,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.5963069529397966,Divers,SATELIT
3305,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.3832986979689874,Divers,SATELIT
2076,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.994397795386262,Divers,SATELIT
2734,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.2606575908010695,Divers,SATELIT
3976,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.749056030007866,Divers,SATELIT
3649,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.4959581946837064,Divers,SATELIT
3479,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.934305321004085,Divers,SATELIT
2560,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.795762082376437,Divers,SATELIT
3958,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.9002716242259479,Divers,SATELIT
3836,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.7592628154555152,Divers,SATELIT
3657,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.1520286247840947,Divers,SATELIT
3559,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.6127450492836972,Divers,SATELIT
3460,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.579381300376752,Divers,SATELIT
2234,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.7512712678259055,Divers,SATELIT
2081,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.965387411697827,Divers,SATELIT
2749,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.569016167617945,Divers,SATELIT
2729,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.1308541730894666,Divers,SATELIT
3475,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.1894979710485494,Divers,SATELIT
2173,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.38532233195406,Divers,SATELIT
2761,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.145804303937255,Divers,SATELIT
3720,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.1245873587737476,Divers,SATELIT
2078,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.789563916495952,Divers,SATELIT
3348,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.469264395047425,Divers,SATELIT
2668,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.344377946876477,Divers,SATELIT
2005,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.9203712387477165,Divers,SATELIT
3112,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.8353710574726154,Divers,SATELIT
3159,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.7944618045763425,Divers,SATELIT
2012,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.8737213757412294,Divers,SATELIT
3326,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.001810773678953,Divers,SATELIT
2607,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.550995768884264,Divers,SATELIT
2817,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.690917130922154,Divers,SATELIT
3860,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.918308390428784,Divers,SATELIT
2811,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.679917019619226,Divers,SATELIT
3393,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.1262293148326155,Divers,SATELIT
3640,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.627344018500292,Divers,SATELIT
3029,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.31593244810089,Divers,SATELIT
2563,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.710884505910761,Divers,SATELIT
2106,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.313027261979793,Divers,SATELIT
3562,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.252492256722752,Divers,SATELIT
3878,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.66019967089298,Divers,SATELIT
3973,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.9236520917368622,Divers,SATELIT
2708,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.9831266452277765,Divers,SATELIT
2979,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.9713965237440783,Divers,SATELIT
3213,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.371814644779141,Divers,SATELIT
2540,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.61980930191592,Divers,SATELIT
3260,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.4840324094002613,Divers,SATELIT
2144,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.6756307469015415,Divers,SATELIT
3727,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.5497798815776744,Divers,SATELIT
